Camera Number,Latitude,Longitude,Main Road,Cross Street,Group, Traffic Image , North Reference Static Image , South Reference Static Image , East Reference Static Image , West Reference Static Image
Camera8182,43.681340,-79.332374,DANFORTH AVE,GREENWOOD AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8182.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8182n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8182s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8182e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8182w.jpg
Camera8183,43.678912,-79.345294,DANFORTH AVE,PAPE AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8183.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8183n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8183s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8183e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8183w.jpg
Camera8184,43.671719,-79.371311,BLOOR ST E,PARLIAMENT ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8184.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8184n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8184s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8184e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8184w.jpg
Camera8185,43.674735,-79.407065,DUPONT ST,SPADINA RD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8185.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8185n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8185s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8185e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8185w.jpg
Camera8186,43.683229,-79.418646,ST CLAIR AVE W,BATHURST ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8186.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8186n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8186s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8186e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8186w.jpg
Camera8187,43.674218,-79.563419,EGLINTON AVE W,MARTIN GROVE RD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8187.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8187n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8187s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8187e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8187w.jpg
Camera8188,43.673846,-79.567643,EGLINTON AVE W,27 401 427 EGLINTON E RAMP,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8188.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8188n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8188s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8188e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8188w.jpg
Camera8189,43.749726,-79.275072,LAWRENCE AVE E,KENNEDY RD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8189.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8189n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8189s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8189e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8189w.jpg
Camera8190,43.745503,-79.294780,LAWRENCE AVE E,WARDEN AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8190.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8190n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8190s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8190e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8190w.jpg
Camera8191,43.775639,-79.338090,SHEPPARD AVE E,404 N SHEPPARD AVE RAMP / YORKLAND RD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8191.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8191n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8191s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8191e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8191w.jpg
Camera8192,43.794556,-79.345747,FINCH AVE E,404 S FINCH RAMP,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8192.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8192n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8192s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8192e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8192w.jpg
Camera8193,43.753823,-79.532917,FINCH AVE W,400 S FINCH W RAMP,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8193.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8193n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8193s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8193e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8193w.jpg
Camera8194,43.823892,-79.307222,STEELES AVE E,KENNEDY RD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8194.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8194n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8194s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8194e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8194w.jpg
Camera8195,43.792665,-79.445788,STEELES AVE W,BATHURST ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8195.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8195n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8195s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8195e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8195w.jpg
Camera8196,43.773406,-79.531895,STEELES AVE W,NORFINCH DR / 400 N FINCH W RAMP,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8196.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8196n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8196s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8196e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8196w.jpg
Camera8197,43.770209,-79.546424,STEELES AVE W,WESTON RD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8197.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8197n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8197s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8197e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8197w.jpg
Camera8198,43.757980,-79.603445,STEELES AVE W,MARTIN GROVE RD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8198.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8198n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8198s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8198e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8198w.jpg
Camera8199,43.649201,-79.377997,YONGE ST,KING ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8199.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8199n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8199s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8199e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8199w.jpg
Camera8200,43.649232,-79.378055,YONGE ST,KING ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8200.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8200n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8200s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8200e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8200w.jpg
Camera9100,43.656791,-79.352612,DON VALLEY PARKWAY,EASTERN AVE,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9100.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9100n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9100s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9100e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9100w.jpg
Camera9101,43.661843,-79.354947,DON VALLEY PARKWAY,DUNDAS ST E,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9101.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9101n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9101s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9101e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9101w.jpg
Camera9102,43.671883,-79.359187,DON VALLEY PARKWAY,PRINCE EDWARD VIADUCT / DANFORTH AVE,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9102.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9102n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9102s.jpg ,  ,
Camera9103,43.681483,-79.362998,DON VALLEY PARKWAY,PRINCE EDWARD VIADUCT / BLOOR ST E,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9103.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9103n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9103s.jpg ,  ,
Camera9104,43.693394,-79.357505,DON VALLEY PARKWAY,BEECHWOOD CRES,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9104.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9104n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9104s.jpg ,  ,
Camera9105,43.698128,-79.349717,DON VALLEY PARKWAY,MILLWOOD RD,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9105.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9105n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9105s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9105e.jpg ,
Camera9106,43.700544,-79.337805,DON VALLEY PARKWAY,DON MILLS RD,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9106.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9106n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9106s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9106e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9106w.jpg
Camera9108,43.707631,-79.331519,DON VALLEY PARKWAY,SPANBRIDGE RD,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9108.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9108n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9108s.jpg ,  ,
Camera9109,43.712563,-79.325229,DON VALLEY PARKWAY,SPANBRIDGE RD,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9109.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9109n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9109s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9109e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9109w.jpg
Camera9110,43.718011,-79.327487,DON VALLEY PARKWAY,ST DENNIS DR,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9110.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9110n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9110s.jpg ,  ,
Camera9111,43.723477,-79.330198,DON VALLEY PARKWAY,EGLINTON AVE E,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9111.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9111n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9111s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9111e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9111w.jpg
Camera9112,43.726937,-79.330215,DON VALLEY PARKWAY,WYNFORD DR,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9112.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9112n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9112s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9112e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9112w.jpg
Camera9113,43.730886,-79.33072,DON VALLEY PARKWAY,CONCORDE GT,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9113.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9113n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9113s.jpg ,  ,
Camera9114,43.739618,-79.332025,DON VALLEY PARKWAY,LAWRENCE AVE E,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9114.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9114n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9114s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9114e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9114w.jpg
Camera9115,43.749192,-79.333452,DON VALLEY PARKWAY,BROOKBANKS DR,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9115.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9115n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9115s.jpg ,  ,
Camera9116,43.757901,-79.33557,DON VALLEY PARKWAY,YORK MILLS RD,DVP, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9116.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9116n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9116s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9116e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9116w.jpg
Camera9200,43.649912,-79.349481,DON VALLEY PARKWAY,FGG,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9200.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9200n.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9200e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9200w.jpg
Camera9201,43.648162,-79.359706,F G GARDINER XY,CHERRY ST / PARLIAMENT ST,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9201.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9201e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9201w.jpg
Camera9202,43.645572,-79.370223,F G GARDINER XY,JARVIS ST,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9202.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9202e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9202w.jpg
Camera9203,43.642397,-79.379105,F G GARDINER XY,YORK ST,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9203.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9203e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9203w.jpg
Camera9204,43.639379,-79.387173,F G GARDINER XY,REES ST,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9204.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9204n.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9204e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9204w.jpg
Camera9205,43.63809,-79.39457,F G GARDINER XY,SPADINA AVE,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9205.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9205e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9205w.jpg
Camera9206,43.63777,-79.400679,F G GARDINER XY,BATHURST ST,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9206.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9206n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9206s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9206e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9206w.jpg
Camera9207,43.637305,-79.410868,F G GARDINER XY,STRACHAN AVE,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9207.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9207e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9207w.jpg
Camera9208,43.634448,-79.422443,F G GARDINER XY,DUFFERIN ST,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9208.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9208e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9208w.jpg
Camera9209,43.634072,-79.43808,F G GARDINER XY,DOWLING AVE,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9209.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9209e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9209w.jpg
Camera9210,43.63825,-79.450143,F G GARDINER XY,PARKSIDE DR,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9210.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9210e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9210w.jpg
Camera9211,43.637887,-79.462405,F G GARDINER XY,ELLIS AVE,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9211.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9211e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9211w.jpg
Camera9212,43.634918,-79.469738,F G GARDINER XY,SOUTH KINGSWAY,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9212.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9212s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9212e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9212w.jpg
Camera9213,43.631009,-79.476323,F G GARDINER XY,PALACE PIER CRT,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9213.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9213s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9213e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9213w.jpg
Camera9214,43.627255,-79.482053,F G GARDINER XY,PARK LAWN RD,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9214.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9214s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9214e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9214w.jpg
Camera9215,43.62441,-79.493532,F G GARDINER XY,GRAND AVE,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9215.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9215n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9215s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9215e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9215w.jpg
Camera9216,43.622327,-79.500856,F G GARDINER XY,ROYAL YORK RD,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9216.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9216n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9216s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9216e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9216w.jpg
Camera9217,43.619956,-79.512787,F G GARDINER XY,ISLINGTON AVE,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9217.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9217n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9217s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9217e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9217w.jpg
Camera9218,43.617362,-79.525603,F G GARDINER XY,KIPLING AVE,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9218.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9218n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9218s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9218e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9218w.jpg
Camera9219,43.616494,-79.531649,F G GARDINER XY,WICKMAN RD,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9219.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9219e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9219w.jpg
Camera9220,43.614782,-79.546906,F G GARDINER XY,GARDINER 427 C N RAMP,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9220.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9220e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9220w.jpg
Camera9221,43.650044,-79.349617,F G GARDINER XY,DVP,Gardiner, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9221.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9221e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9221w.jpg
