Camera Number,Latitude,Longitude,Main Road,Cross Street,Group, Traffic Image , North Reference Static Image , South Reference Static Image , East Reference Static Image , West Reference Static Image
Camera8130,43.665297,-79.464849,DUNDAS ST W,KEELE ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8130.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8130n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8130s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8130e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8130w.jpg
Camera8131,43.637082,-79.436029,KING ST W,JAMESON AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8131.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8131n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8131s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8131e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8131w.jpg
Camera8132,43.638856,-79.427369,KING ST W,DUFFERIN ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8132.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8132n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8132s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8132e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8132w.jpg
Camera8133,43.642134,-79.412098,KING ST W,STRACHAN AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8133.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8133n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8133s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8133e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8133w.jpg
Camera8134,43.641892,-79.412293,KING ST W,STRACHAN AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8134.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8134n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8134s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8134e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8134w.jpg
Camera8135,43.643990,-79.403060,KING ST W,BATHURST ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8135.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8135n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8135s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8135e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8135w.jpg
Camera8136,43.643872,-79.403151,KING ST W,BATHURST ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8136.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8136n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8136s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8136e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8136w.jpg
Camera8137,43.645304,-79.395430,SPADINA AVE,KING ST W,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8137.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8137n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8137s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8137e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8137w.jpg
Camera8138,43.645340,-79.394964,SPADINA AVE,KING ST W,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8138.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8138n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8138s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8138e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8138w.jpg
Camera8139,43.699887,-79.319332,O CONNOR DR,WOODBINE AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8139.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8139n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8139s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8139e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8139w.jpg
Camera8140,43.705460,-79.312772,O CONNOR DR,ST CLAIR AVE E,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8140.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8140n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8140s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8140e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8140w.jpg
Camera8141,43.640459,-79.437542,QUEEN ST W,LANSDOWNE AVE / JAMESON AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8141.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8141n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8141s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8141e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8141w.jpg
Camera8142,43.642086,-79.428993,QUEEN ST W,DUFFERIN ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8142.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8142n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8142s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8142e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8142w.jpg
Camera8143,43.642042,-79.428880,QUEEN ST W,DUFFERIN ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8143.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8143n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8143s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8143e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8143w.jpg
Camera8144,43.645356,-79.413348,QUEEN ST W,STRACHAN AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8144.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8144s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8144e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8144w.jpg
Camera8145,43.647254,-79.404310,BATHURST ST,QUEEN ST W,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8145.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8145n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8145s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8145e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8145w.jpg
Camera8146,43.648824,-79.396394,SPADINA AVE,QUEEN ST W,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8146.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8146n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8146s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8146e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8146w.jpg
Camera8147,43.647499,-79.385173,UNIVERSITY AVE,KING ST W,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8147.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8147n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8147s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8147e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8147w.jpg
Camera8148,43.647469,-79.385091,UNIVERSITY AVE,KING ST W,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8148.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8148n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8148s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8148e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8148w.jpg
Camera8149,43.720651,-79.508942,WILSON AVE,JANE ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8149.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8149n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8149s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8149e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8149w.jpg
Camera8150,43.732142,-79.459282,WILSON AVE,DUFFERIN ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8150.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8150n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8150s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8150e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8150w.jpg
Camera8151,43.737172,-79.434346,BATHURST ST,WILSON AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8151.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8151n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8151s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8151e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8151w.jpg
Camera8152,43.740022,-79.421690,AVENUE RD,WILSON AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8152.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8152n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8152s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8152e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8152w.jpg
Camera8153,43.739674,-79.422028,AVENUE RD,WILSON AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8153.jpg ,  ,  ,  ,
Camera8154,43.744276,-79.406667,YONGE ST,YORK MILLS RD / WILSON AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8154.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8154n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8154s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8154e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8154w.jpg
Camera8155,43.748190,-79.384166,BAYVIEW AVE,YORK MILLS RD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8155.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8155n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8155s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8155e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8155w.jpg
Camera8156,43.767819,-79.189362,KINGSTON RD,LAWRENCE AVE E,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8156.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8156n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8156s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8156e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8156w.jpg
Camera8157,43.794823,-79.152994,KINGSTON RD,401 C E 2A W RAMP,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8157.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8157n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8157s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8157e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8157w.jpg
Camera8158,43.771557,-79.304669,WARDEN AVE,401 C W WARDEN AV RAMP,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8158.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8158n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8158s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8158e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8158w.jpg
Camera8159,43.690441,-79.383434,MOUNT PLEASANT RD,ST CLAIR AVE E,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8159.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8159n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8159s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8159e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8159w.jpg
Camera8160,43.726175,-79.397450,MOUNT PLEASANT RD,LAWRENCE AVE E,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8160.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8160n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8160s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8160e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8160w.jpg
Camera8161,43.687983,-79.394134,YONGE ST,ST CLAIR AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8161.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8161n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8161s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8161e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8161w.jpg
Camera8162,43.779502,-79.415864,YONGE ST,FINCH AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8162.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8162n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8162s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8162e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8162w.jpg
Camera8163,43.797800,-79.420365,YONGE ST,STEELES AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8163.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8163n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8163s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8163e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8163w.jpg
Camera8164,43.640716,-79.393040,SPADINA AVE,BREMNER BLVD / FORT YORK BLVD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8164.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8164n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8164s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8164e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8164w.jpg
Camera8165,43.652875,-79.397952,SPADINA AVE,DUNDAS ST W,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8165.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8165n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8165s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8165e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8165w.jpg
Camera8166,43.657995,-79.400093,SPADINA AVE,COLLEGE ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8166.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8166n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8166s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8166e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8166w.jpg
Camera8167,43.712411,-79.428156,BATHURST ST,GLENCAIRN AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8167.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8167n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8167s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8167e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8167w.jpg
Camera8168,43.719335,-79.430120,BATHURST ST,LAWRENCE AVE W,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8168.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8168n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8168s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8168e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8168w.jpg
Camera8169,43.625597,-79.486248,PARK LAWN RD,GARDINER E PARK LAWN RD RAMP,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8169.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8169n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8169s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8169e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8169w.jpg
Camera8170,43.710936,-79.505945,JANE ST,400 S JANE ST RAMP / JANE ST BLACK CR S RAMP,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8170.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8170n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8170s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8170e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8170w.jpg
Camera8171,43.714968,-79.536682,WESTON RD,401 C W WESTON RD RAMP,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8171.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8171n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8171s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8171e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8171w.jpg
Camera8172,43.711287,-79.553707,ISLINGTON AVE,401 C W ISLINGTON N RAMP / ALLENBY AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8172.jpg ,  ,  ,  ,
Camera8173,43.641778,-79.535694,KIPLING AVE,BLOOR ST W / KIPLING N DUNDAS W RAMP,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8173.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8173n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8173s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8173e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8173w.jpg
Camera8174,43.699386,-79.587178,HIGHWAY 27,BELFIELD RD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8174.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8174n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8174s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8174e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8174w.jpg
Camera8175,43.636356,-79.409753,STRACHAN AVE,FLEET ST / MANITOBA DR,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8175.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8175n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8175s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8175e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8175w.jpg
Camera8176,43.658470,-79.339127,EASTERN AVE,CARLAW AVE,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8176.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8176n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8176s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8176e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8176w.jpg
Camera8177,43.629174,-79.490485,THE QUEENSWAY,PARK LAWN RD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8177.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8177n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8177s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8177e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8177w.jpg
Camera8178,43.626336,-79.503076,THE QUEENSWAY,ROYAL YORK RD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8178.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8178n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8178s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8178e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8178w.jpg
Camera8179,43.615144,-79.552975,THE QUEENSWAY,427 C S QUEENSWAY RAMP / SHERWAY GARDENS RD,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8179.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8179n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8179s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8179e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8179w.jpg
Camera8180,43.628889,-79.554946,DUNDAS ST W,CLOVERDALE MALL / 427 C N DUNDAS RAMP,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8180.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8180n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8180s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8180e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8180w.jpg
Camera8181,43.652534,-79.432904,COLLEGE ST,DUFFERIN ST,Arterial, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8181.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8181n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8181s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8181e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8181w.jpg
